fname,edit,reverted
rev_article_en_21-05-2020 23-17-59.json,2019-09-15T04:34:32Z,2019-09-15T05:01:50Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-15T02:40:21Z,2019-09-15T15:16:51Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-15T04:23:42Z,2019-09-15T04:24:36Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-15T02:40:21Z,2019-09-15T15:16:51Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-14T08:17:26Z,2019-09-14T09:37:36Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-14T08:18:43Z,2019-09-14T08:27:01Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-14T08:17:26Z,2019-09-14T09:37:36Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-13T16:05:29Z,2019-09-14T04:43:15Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-13T16:05:29Z,2019-09-14T04:43:15Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-13T16:05:29Z,2019-09-14T04:43:15Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-13T14:38:50Z,2019-09-13T15:03:25Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-13T14:38:50Z,2019-09-13T15:03:25Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-12T10:35:02Z,2019-09-12T10:35:13Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-12T10:12:27Z,2019-09-12T10:21:46Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-11T09:27:36Z,2019-09-11T09:57:59Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-11T09:27:36Z,2019-09-11T09:57:59Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-11T09:27:36Z,2019-09-11T09:57:59Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-10T14:08:11Z,2019-09-10T14:13:19Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-10T14:08:11Z,2019-09-10T14:13:19Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-10T13:43:59Z,2019-09-10T13:56:09Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-10T09:07:39Z,2019-09-10T11:17:48Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-10T09:07:39Z,2019-09-10T11:17:48Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-09T19:05:18Z,2019-09-09T19:06:52Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-09T15:00:57Z,2019-09-09T15:42:09Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-08T08:28:13Z,2019-09-08T11:15:53Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-07T01:00:20Z,2019-09-07T01:00:33Z
rev_article_en_21-05-2020 23-17-59.json,2019-09-05T14:51:32Z,2019-09-05T15:43:03Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-28T15:07:33Z,2019-08-28T15:48:56Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-26T10:31:14Z,2019-08-26T11:40:32Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-26T10:31:14Z,2019-08-26T11:40:32Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-25T22:53:13Z,2019-08-26T07:01:33Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-25T22:53:13Z,2019-08-26T07:01:33Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-21T16:52:02Z,2019-08-21T16:54:28Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-11T04:16:03Z,2019-08-11T16:25:24Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-11T04:16:03Z,2019-08-11T16:25:24Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-11T04:16:03Z,2019-08-11T16:25:24Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-11T04:16:03Z,2019-08-11T16:25:24Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-11T04:16:03Z,2019-08-11T16:25:24Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-11T04:16:03Z,2019-08-11T16:25:24Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-10T12:12:24Z,2019-08-10T15:14:57Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-10T10:16:38Z,2019-08-10T12:07:02Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-10T10:16:38Z,2019-08-10T12:07:02Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-10T09:40:04Z,2019-08-10T09:52:31Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-10T09:40:04Z,2019-08-10T09:52:31Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-08T23:04:08Z,2019-08-08T23:05:14Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-07T14:22:02Z,2019-08-07T14:52:16Z
rev_article_en_21-05-2020 23-17-59.json,2019-08-07T14:17:56Z,2019-08-07T14:22:02Z
